Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
15547,INN15548,2,1,0,4,Meal Plan 1,0,Room_Type 1,133,2018,7,6,Online,0,0,0,123.25,1,Canceled
35722,INN35723,2,0,0,3,Meal Plan 1,0,Room_Type 4,15,2018,4,20,Online,0,0,0,99.0,1,Not_Canceled
4744,INN04745,2,1,1,2,Meal Plan 1,0,Room_Type 1,141,2018,8,22,Online,0,0,0,94.56,0,Not_Canceled
3610,INN03611,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,2018,2,17,Online,0,0,0,93.5,1,Not_Canceled
27907,INN27908,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled
21064,INN21065,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
18378,INN18379,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
23735,INN23736,2,0,0,2,Not Selected,0,Room_Type 1,62,2018,3,11,Online,0,0,0,67.5,0,Not_Canceled
4805,INN04806,2,0,2,1,Not Selected,0,Room_Type 1,25,2017,10,25,Online,0,0,0,114.0,1,Not_Canceled
30643,INN30644,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
22292,INN22293,2,0,2,2,Not Selected,0,Room_Type 1,73,2018,8,19,Offline,0,0,0,63.75,0,Not_Canceled
13609,INN13610,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
28792,INN28793,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,18,Online,0,0,0,79.0,0,Not_Canceled
9607,INN09608,2,0,2,1,Not Selected,0,Room_Type 1,1,2018,4,16,Online,0,0,0,89.0,2,Not_Canceled
19098,INN19099,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,4,29,Offline,0,0,0,65.0,0,Not_Canceled
21812,INN21813,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,96.0,0,Not_Canceled
22934,INN22935,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,24,Complementary,0,0,0,0.0,0,Not_Canceled
35511,INN35512,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,10,7,Corporate,0,0,0,65.0,0,Not_Canceled
14370,INN14371,2,0,1,4,Meal Plan 1,0,Room_Type 4,20,2018,12,21,Online,0,0,0,96.9,2,Not_Canceled
21661,INN21662,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,1,16,Online,0,0,0,67.5,1,Not_Canceled
22354,INN22355,2,0,2,4,Meal Plan 2,0,Room_Type 1,199,2018,8,12,Online,0,0,0,128.92,0,Canceled
36066,INN36067,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,68.0,0,Not_Canceled
7414,INN07415,2,0,2,4,Meal Plan 1,0,Room_Type 1,9,2017,8,23,Online,0,0,0,90.0,2,Not_Canceled
2764,INN02765,1,0,1,3,Not Selected,0,Room_Type 1,31,2018,3,7,Online,0,0,0,67.6,1,Not_Canceled
25721,INN25722,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
34582,INN34583,1,0,2,1,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Corporate,1,3,32,65.0,0,Not_Canceled
23757,INN23758,2,0,0,3,Not Selected,1,Room_Type 1,235,2018,8,31,Online,0,0,0,94.5,1,Canceled
10859,INN10860,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,2018,8,20,Online,0,0,0,105.3,0,Canceled
21422,INN21423,2,0,1,2,Meal Plan 1,0,Room_Type 4,129,2018,5,13,Online,0,0,0,121.5,1,Not_Canceled
35913,INN35914,2,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,23,Online,0,0,0,148.0,0,Not_Canceled
30031,INN30032,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,20,Online,0,0,0,110.12,0,Not_Canceled
25842,INN25843,3,0,0,3,Meal Plan 1,0,Room_Type 4,2,2018,4,6,Online,0,0,0,150.33,0,Not_Canceled
3502,INN03503,2,0,0,3,Meal Plan 1,0,Room_Type 1,175,2018,8,2,Online,0,0,0,105.3,0,Canceled
18415,INN18416,1,0,2,2,Meal Plan 1,0,Room_Type 4,55,2018,6,17,Online,0,0,0,133.65,1,Not_Canceled
29434,INN29435,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,10,20,Online,0,0,0,160.0,3,Not_Canceled
6874,INN06875,2,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,12,12,Online,0,0,0,108.0,1,Not_Canceled
16400,INN16401,1,0,0,4,Meal Plan 1,0,Room_Type 1,13,2017,12,15,Corporate,1,2,14,65.0,0,Not_Canceled
35716,INN35717,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,2,15,Corporate,1,2,20,65.0,1,Not_Canceled
24589,INN24590,1,0,0,2,Meal Plan 1,0,Room_Type 1,65,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
19193,INN19194,2,0,2,2,Not Selected,0,Room_Type 1,59,2018,7,3,Online,0,0,0,78.35,1,Not_Canceled
30352,INN30353,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
33908,INN33909,2,0,2,8,Meal Plan 1,0,Room_Type 4,58,2018,3,1,Online,0,0,0,85.3,1,Not_Canceled
9188,INN09189,2,0,1,1,Meal Plan 1,0,Room_Type 1,137,2018,9,12,Offline,0,0,0,89.75,0,Not_Canceled
34057,INN34058,2,0,2,1,Meal Plan 1,0,Room_Type 1,42,2018,10,2,Online,0,0,0,113.4,0,Canceled
17498,INN17499,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled
13676,INN13677,2,2,0,2,Meal Plan 1,1,Room_Type 6,4,2018,6,16,Online,0,0,0,220.0,2,Not_Canceled
31158,INN31159,2,0,2,1,Not Selected,0,Room_Type 1,21,2018,10,2,Online,0,0,0,129.0,1,Not_Canceled
16960,INN16961,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,10,13,Online,0,0,0,95.0,0,Not_Canceled
25481,INN25482,3,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,10,Online,0,0,0,159.3,2,Not_Canceled
32158,INN32159,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
1994,INN01995,2,0,1,1,Not Selected,0,Room_Type 1,53,2018,10,17,Online,0,0,0,108.0,1,Not_Canceled
34519,INN34520,1,0,0,1,Meal Plan 1,1,Room_Type 1,9,2018,4,21,Corporate,0,0,0,104.0,0,Not_Canceled
18096,INN18097,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0,Not_Canceled
28515,INN28516,2,0,3,7,Meal Plan 1,0,Room_Type 1,9,2018,2,12,Online,0,0,0,91.0,0,Canceled
12353,INN12354,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,2018,7,31,Online,0,0,0,121.37,0,Canceled
23826,INN23827,2,0,1,3,Meal Plan 1,0,Room_Type 1,116,2018,5,12,Online,0,0,0,109.65,1,Not_Canceled
841,INN00842,1,0,1,0,Meal Plan 1,0,Room_Type 1,24,2018,9,12,Online,0,0,0,108.0,1,Not_Canceled
5170,INN05171,2,1,0,4,Not Selected,0,Room_Type 1,3,2018,10,26,Online,0,0,0,109.1,2,Not_Canceled
30866,INN30867,2,2,0,3,Meal Plan 1,0,Room_Type 2,30,2018,3,9,Online,0,0,0,77.5,0,Canceled
19690,INN19691,1,0,2,0,Not Selected,0,Room_Type 1,10,2018,9,11,Online,0,0,0,149.0,0,Canceled
11917,INN11918,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,104.0,2,Not_Canceled
7600,INN07601,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,9,11,Offline,0,0,0,107.0,0,Not_Canceled
19562,INN19563,2,0,2,2,Not Selected,0,Room_Type 1,24,2018,10,2,Online,0,0,0,129.0,3,Not_Canceled
29785,INN29786,2,0,0,2,Meal Plan 1,0,Room_Type 1,117,2018,4,29,Online,0,0,0,72.67,0,Canceled
13360,INN13361,1,0,1,3,Meal Plan 1,0,Room_Type 1,10,2018,1,14,Online,0,0,0,79.3,0,Not_Canceled
15724,INN15725,3,0,0,4,Meal Plan 1,0,Room_Type 4,95,2018,12,7,Online,0,0,0,119.0,2,Not_Canceled
33513,INN33514,1,0,0,2,Meal Plan 1,0,Room_Type 5,5,2018,3,16,Corporate,1,0,2,106.0,1,Not_Canceled
6367,INN06368,2,0,1,1,Not Selected,0,Room_Type 1,37,2018,2,27,Online,0,0,0,69.3,1,Canceled
25119,INN25120,2,0,0,4,Meal Plan 1,0,Room_Type 1,43,2018,11,30,Online,0,0,0,88.4,4,Not_Canceled
4220,INN04221,2,0,1,4,Meal Plan 1,0,Room_Type 1,135,2018,11,2,Online,0,0,0,90.0,0,Canceled
15019,INN15020,2,0,0,4,Not Selected,0,Room_Type 1,18,2018,3,15,Online,0,0,0,79.0,0,Not_Canceled
1482,INN01483,2,0,2,3,Not Selected,0,Room_Type 1,11,2018,11,17,Online,0,0,0,79.05,0,Canceled
31315,INN31316,3,0,0,3,Meal Plan 1,0,Room_Type 4,198,2018,9,22,Online,0,0,0,159.3,3,Not_Canceled
25452,INN25453,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
11502,INN11503,2,0,2,1,Not Selected,0,Room_Type 1,49,2018,3,5,Online,0,0,0,69.5,0,Not_Canceled
26273,INN26274,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled
1931,INN01932,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115.0,1,Canceled
9288,INN09289,2,2,1,2,Meal Plan 1,0,Room_Type 6,36,2018,2,26,Online,0,0,0,160.5,0,Canceled
16914,INN16915,1,0,1,2,Not Selected,0,Room_Type 1,82,2018,11,7,Online,0,0,0,133.98,1,Canceled
4540,INN04541,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,11,20,Offline,0,0,0,75.0,1,Not_Canceled
2950,INN02951,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,3,11,Online,0,0,0,63.87,1,Not_Canceled
35792,INN35793,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Corporate,0,0,0,59.0,0,Not_Canceled
10311,INN10312,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,9,23,Online,0,0,0,130.13,1,Not_Canceled
23518,INN23519,1,2,1,1,Meal Plan 1,0,Room_Type 4,18,2018,7,23,Online,0,0,0,187.0,0,Not_Canceled
5198,INN05199,1,0,0,2,Meal Plan 1,0,Room_Type 4,19,2018,1,26,Online,0,0,0,78.6,1,Not_Canceled
27920,INN27921,3,0,2,1,Meal Plan 1,0,Room_Type 4,80,2018,10,16,Online,0,0,0,151.2,1,Canceled
12461,INN12462,2,0,0,4,Not Selected,0,Room_Type 1,93,2018,3,15,Offline,0,0,0,63.75,0,Not_Canceled
2501,INN02502,2,0,2,7,Meal Plan 1,0,Room_Type 4,182,2018,8,10,Online,0,0,0,112.2,2,Canceled
3628,INN03629,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled
26377,INN26378,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,Not_Canceled
10013,INN10014,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117.28,0,Not_Canceled
29213,INN29214,3,0,0,4,Meal Plan 1,0,Room_Type 4,41,2018,6,8,Online,0,0,0,150.3,0,Canceled
979,INN00980,2,0,1,2,Not Selected,0,Room_Type 1,37,2018,2,22,Online,0,0,0,69.9,0,Canceled
15974,INN15975,2,0,0,2,Not Selected,0,Room_Type 1,9,2018,9,15,Online,0,0,0,149.0,1,Canceled
31799,INN31800,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
33457,INN33458,2,0,2,7,Meal Plan 1,0,Room_Type 1,110,2018,5,17,Offline,0,0,0,85.75,0,Not_Canceled
6246,INN06247,2,0,3,6,Not Selected,0,Room_Type 1,314,2018,12,26,Online,0,0,0,68.66,0,Canceled
19010,INN19011,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled
27269,INN27270,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,0,0,0,97.2,2,Not_Canceled
24023,INN24024,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,2,11,Online,0,0,0,65.52,0,Not_Canceled
20769,INN20770,2,0,2,7,Meal Plan 1,0,Room_Type 1,17,2018,6,30,Online,0,0,0,151.0,2,Not_Canceled
762,INN00763,2,0,2,3,Meal Plan 1,0,Room_Type 1,194,2018,4,17,Online,0,0,0,77.23,2,Not_Canceled
14163,INN14164,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,10,6,Offline,0,0,0,125.0,0,Not_Canceled
1819,INN01820,2,0,2,1,Meal Plan 1,1,Room_Type 1,49,2017,12,5,Online,0,0,0,115.2,2,Not_Canceled
17108,INN17109,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled
7609,INN07610,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120.0,0,Canceled
32497,INN32498,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,Canceled
34569,INN34570,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,5,2,Online,0,0,0,0.0,0,Not_Canceled
423,INN00424,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,115.0,0,Canceled
10322,INN10323,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,5,24,Online,0,0,0,108.9,1,Not_Canceled
32756,INN32757,2,0,2,1,Meal Plan 1,0,Room_Type 4,199,2018,8,14,Online,0,0,0,115.8,1,Canceled
2292,INN02293,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,Not_Canceled
9042,INN09043,3,0,2,1,Meal Plan 1,0,Room_Type 4,40,2018,8,27,Online,0,0,0,153.6,3,Not_Canceled
15956,INN15957,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,6,12,Online,0,0,0,94.35,1,Not_Canceled
6757,INN06758,3,0,2,2,Meal Plan 1,0,Room_Type 1,212,2018,8,19,Offline,0,0,0,96.9,1,Not_Canceled
2973,INN02974,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,8,3,Online,0,0,0,151.0,1,Not_Canceled
11402,INN11403,2,0,0,1,Meal Plan 1,0,Room_Type 5,15,2018,12,15,Corporate,1,1,5,109.0,0,Not_Canceled
32935,INN32936,3,0,0,2,Meal Plan 1,0,Room_Type 4,55,2018,9,28,Online,0,0,0,168.3,2,Not_Canceled
1280,INN01281,2,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,5,21,Online,0,0,0,141.0,1,Canceled
9252,INN09253,1,0,0,3,Meal Plan 1,0,Room_Type 1,134,2018,6,30,Online,0,0,0,90.9,0,Canceled
25866,INN25867,2,0,1,2,Not Selected,0,Room_Type 1,47,2018,3,11,Online,0,0,0,71.1,1,Not_Canceled
26071,INN26072,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,9,10,Offline,0,0,0,85.5,0,Not_Canceled
10448,INN10449,2,0,0,4,Meal Plan 1,0,Room_Type 1,62,2018,4,5,Online,0,0,0,99.45,1,Not_Canceled
20109,INN20110,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
16177,INN16178,2,0,2,5,Not Selected,0,Room_Type 1,6,2017,9,20,Online,0,0,0,138.57,1,Not_Canceled
17708,INN17709,2,1,2,0,Meal Plan 1,0,Room_Type 1,9,2018,1,17,Online,0,0,0,100.3,1,Not_Canceled
20162,INN20163,2,2,2,1,Meal Plan 1,0,Room_Type 6,107,2018,12,3,Online,0,0,0,156.6,1,Canceled
15119,INN15120,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,8,17,Online,0,0,0,138.0,0,Not_Canceled
19338,INN19339,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,7,Offline,0,0,0,45.0,0,Not_Canceled
36154,INN36155,2,0,1,1,Meal Plan 1,0,Room_Type 1,110,2018,5,9,Online,0,0,0,105.3,0,Canceled
35618,INN35619,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
29408,INN29409,2,0,2,5,Not Selected,0,Room_Type 1,97,2018,10,17,Online,0,0,0,108.0,0,Canceled
15912,INN15913,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,75.0,0,Not_Canceled
20573,INN20574,2,0,0,3,Not Selected,0,Room_Type 1,9,2018,11,9,Online,0,0,0,155.0,1,Not_Canceled
18002,INN18003,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Canceled
32707,INN32708,2,0,0,3,Meal Plan 1,0,Room_Type 4,5,2017,10,28,Online,0,0,0,136.0,1,Not_Canceled
14300,INN14301,2,0,1,2,Not Selected,0,Room_Type 1,5,2018,8,26,Online,0,0,0,96.76,1,Not_Canceled
14045,INN14046,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65.0,1,Not_Canceled
1838,INN01839,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115.0,0,Canceled
32998,INN32999,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,7,Corporate,0,0,0,90.0,1,Not_Canceled
6925,INN06926,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,2018,3,25,Online,0,0,0,104.14,1,Not_Canceled
33829,INN33830,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,5,6,Online,0,0,0,138.0,1,Not_Canceled
11680,INN11681,2,0,0,2,Meal Plan 1,0,Room_Type 4,14,2018,10,7,Online,0,0,0,170.0,2,Not_Canceled
26354,INN26355,2,0,0,1,Not Selected,0,Room_Type 1,54,2018,7,2,Online,0,0,0,107.1,1,Not_Canceled
28782,INN28783,0,2,0,1,Meal Plan 1,0,Room_Type 2,72,2018,3,19,Online,0,0,0,78.0,0,Canceled
18912,INN18913,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
278,INN00279,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Online,0,0,0,95.33,1,Not_Canceled
30889,INN30890,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,4,18,Online,0,0,0,60.59,0,Not_Canceled
681,INN00682,2,2,2,3,Meal Plan 1,0,Room_Type 6,136,2018,7,9,Online,0,0,0,172.55,0,Canceled
15937,INN15938,2,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,Not_Canceled
32718,INN32719,2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90.0,0,Not_Canceled
7828,INN07829,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75.0,0,Canceled
23955,INN23956,2,0,0,1,Meal Plan 1,0,Room_Type 1,147,2018,9,13,Offline,0,0,0,130.0,0,Canceled
6319,INN06320,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,2018,3,11,Online,0,0,0,81.9,0,Not_Canceled
34036,INN34037,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
13586,INN13587,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled
36199,INN36200,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,11,3,Offline,0,0,0,75.0,1,Not_Canceled
5907,INN05908,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,20,Online,0,0,0,128.0,1,Not_Canceled
15265,INN15266,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,10,10,Online,0,0,0,127.8,0,Not_Canceled
33748,INN33749,1,2,2,2,Meal Plan 1,0,Room_Type 5,27,2018,2,21,Online,0,0,0,107.92,0,Not_Canceled
23684,INN23685,2,0,0,4,Meal Plan 1,0,Room_Type 1,20,2018,5,11,Offline,0,0,0,95.0,0,Not_Canceled
18962,INN18963,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2018,10,6,Online,0,0,0,91.48,2,Not_Canceled
1458,INN01459,2,0,2,1,Not Selected,0,Room_Type 1,54,2018,2,27,Online,0,0,0,73.5,1,Canceled
18769,INN18770,2,0,2,4,Meal Plan 1,0,Room_Type 1,136,2018,7,10,Offline,0,0,0,72.25,1,Not_Canceled
32988,INN32989,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
14905,INN14906,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,4,23,Online,0,0,0,116.0,2,Not_Canceled
18631,INN18632,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
26307,INN26308,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,3,7,Online,0,0,0,86.0,1,Not_Canceled
22685,INN22686,2,0,2,2,Meal Plan 1,0,Room_Type 1,43,2018,7,3,Online,0,0,0,127.1,3,Not_Canceled
27477,INN27478,1,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,8,26,Online,0,0,0,130.5,1,Canceled
28950,INN28951,2,0,2,3,Meal Plan 1,0,Room_Type 1,106,2018,4,17,Online,0,0,0,82.45,0,Not_Canceled
29248,INN29249,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled
7178,INN07179,1,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,11,6,Online,0,0,0,180.25,0,Not_Canceled
27469,INN27470,2,0,0,0,Meal Plan 1,0,Room_Type 1,23,2017,10,8,Online,0,0,0,0.0,1,Not_Canceled
31220,INN31221,1,0,1,3,Meal Plan 1,0,Room_Type 1,19,2018,11,14,Online,0,0,0,58.45,1,Not_Canceled
16094,INN16095,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65.0,0,Canceled
9588,INN09589,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled
1465,INN01466,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2018,5,11,Online,0,0,0,92.28,1,Not_Canceled
21533,INN21534,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,10,21,Online,0,0,0,140.0,2,Not_Canceled
31972,INN31973,2,0,2,3,Meal Plan 1,0,Room_Type 4,52,2017,11,12,Offline,0,0,0,60.0,0,Not_Canceled
35137,INN35138,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,12,13,Offline,0,0,0,88.2,0,Not_Canceled
6848,INN06849,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,5,30,Corporate,1,0,3,95.0,0,Not_Canceled
31731,INN31732,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,11,24,Online,0,0,0,104.0,2,Not_Canceled
26348,INN26349,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2017,10,30,Online,0,0,0,111.0,1,Canceled
30381,INN30382,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
8206,INN08207,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
3234,INN03235,2,0,1,3,Meal Plan 2,0,Room_Type 1,98,2018,7,11,Online,0,0,0,141.75,0,Not_Canceled
16430,INN16431,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
6867,INN06868,1,0,0,4,Meal Plan 1,0,Room_Type 1,5,2017,9,8,Online,0,0,0,114.0,2,Not_Canceled
16605,INN16606,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
24623,INN24624,2,0,2,2,Meal Plan 1,0,Room_Type 4,4,2018,1,24,Online,0,0,0,63.6,0,Not_Canceled
8586,INN08587,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,123.33,0,Canceled
27757,INN27758,2,0,2,6,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Offline,0,0,0,72.25,0,Not_Canceled
21382,INN21383,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
1003,INN01004,2,0,0,4,Meal Plan 1,0,Room_Type 4,84,2018,4,27,Online,0,0,0,118.15,1,Not_Canceled
4774,INN04775,2,0,1,2,Meal Plan 1,0,Room_Type 1,76,2018,3,25,Online,0,0,0,59.5,0,Canceled
35737,INN35738,2,0,3,7,Meal Plan 1,0,Room_Type 1,259,2018,8,22,Online,0,0,0,65.49,0,Canceled
3874,INN03875,2,0,0,1,Meal Plan 1,0,Room_Type 4,116,2018,10,29,Online,0,0,0,104.4,0,Not_Canceled
36217,INN36218,2,0,2,1,Meal Plan 1,0,Room_Type 2,3,2017,8,9,Online,0,0,0,0.0,2,Not_Canceled
20186,INN20187,2,0,2,4,Not Selected,0,Room_Type 1,131,2018,11,13,Online,0,0,0,85.27,1,Canceled
23342,INN23343,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
33103,INN33104,2,0,2,5,Meal Plan 1,0,Room_Type 1,246,2018,12,27,Online,0,0,0,58.36,1,Canceled
34848,INN34849,2,0,2,5,Meal Plan 1,0,Room_Type 1,101,2018,7,4,Online,0,0,0,114.3,0,Canceled
28721,INN28722,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65.0,1,Not_Canceled
2505,INN02506,3,0,0,4,Meal Plan 2,0,Room_Type 4,96,2018,7,12,Online,0,0,0,189.0,2,Not_Canceled
10045,INN10046,1,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,128.0,0,Canceled
10986,INN10987,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65.0,1,Not_Canceled
25863,INN25864,1,0,0,1,Meal Plan 1,1,Room_Type 1,7,2018,11,16,Corporate,1,0,8,79.0,1,Not_Canceled
18150,INN18151,2,0,0,3,Meal Plan 1,0,Room_Type 1,142,2018,8,24,Online,0,0,0,99.3,0,Not_Canceled
